PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,0.44744815452975784,0.5768137692637286,5.389811036738442,0.0,2.0166363935841867,0.41,0.0,0.59,1.0,0.04411882376475296,0.0,0.016626325265053008,0.008039607921584317,0.0,0.004024084816963393,0.1927568268766465,0.0,0.6492771450797521,0.004761601322705519
1.0,3.70886481529174,0.6742811611428753,2.9317960321492476,0.0,1.4835475017231563,0.28875,0.0,0.71125,1.0,0.014820764152830568,0.0,0.03147369473894779,0.005608101620324064,0.0,0.0007766753350670133,0.2927740105752831,0.0,0.5534031150376112,0.006985936777210676
2.0,2.6947404053008746,0.49660866131682796,3.4465388428252752,0.0,2.752816756068394,0.19625,0.0,0.80375,1.0,0.00824364872974595,0.0,0.026823564712942588,0.00023162632526505303,0.0,0.0016219043808761752,0.9047525652398591,0.0,0.7822589282446308,0.004968316316207222
3.0,10.423701734516213,0.49873323739003006,2.3262171085513597,0.0,5.353436571667957,0.12,0.0,0.88,1.0,0.03407181436287258,0.0,0.03296079215843168,0.0010650730146029206,0.0,0.0010342868573714743,0.9154935011810448,0.0,0.6661931701933179,0.007359502084088207
4.0,12.875005754562581,0.5160662338653568,5.310174271973011,0.0,6.823015568265396,0.06875,0.0,0.93125,1.0,0.043050410082016405,0.0,0.02007261452290458,0.0032565913182636525,0.0,0.0014507901580316062,0.9045147439483083,0.0,0.649601866287085,0.0020967857508870946
5.0,12.423608701655015,0.43014320256566085,3.0491303124587517,0.0,4.721749079782454,0.875,0.0,0.125,1.0,0.03883556711342269,0.0,0.051018403680736145,0.008633066613322663,0.0,0.003579375875175035,0.16066160338150548,0.0,0.8216145773484651,0.007116365361013847
6.0,0.6548714348548356,0.4654512067090184,5.608061016663216,0.0,4.377731793371328,0.06125,0.0,0.93875,1.0,0.008527905581116223,0.0,0.0016609321864372874,0.0049123224644928975,0.0,0.0006666733346669333,0.18318392507254264,0.0,0.6084774172742733,0.0028543248911950475
7.0,17.974656744227307,0.42591565422466904,4.001424797048135,0.0,5.828926045305952,0.41125,0.0,0.58875,1.0,0.025857771554310866,0.0,0.003903380676135227,0.0025161632326465293,0.0,0.001201640328065613,0.9790764502623673,0.0,0.8175873289850843,0.006318626120633813
8.0,9.911065252950172,0.4545657839388769,3.8199396214153465,0.0,6.897108646365302,0.93125,0.0,0.06875,1.0,0.027514302860572118,0.0,0.013486897379475893,0.003598899779955991,0.0,0.004106821364272855,0.44154572805912645,0.0,0.6836452726254849,0.007573338590568317
9.0,6.277408638971739,0.5998010207084707,3.7241079300286373,0.0,6.705031312076435,0.89,0.0,0.11,1.0,0.019829565913182638,0.0,0.03988877775555111,0.00503138627725545,0.0,0.004125625125025005,0.3851960293866747,0.0,0.8246541486666534,0.00826600278777189
10.0,13.806169843030862,0.6321109971902357,5.042531739247309,0.0,5.8829780543094135,0.18875,0.0,0.81125,1.0,0.03166053210642129,0.0,0.0485635127025405,0.0057215843168633715,0.0,0.0033321064212842567,0.8703679655618615,0.0,0.8956764616766775,0.0026819021213052288
11.0,14.96515380404106,0.40721763839462,3.6486598510131074,0.0,1.134987548117799,0.11375,0.0,0.88625,1.0,0.028386677335467098,0.0,0.033786957391478294,0.007931706341268253,0.0,0.004733926785357071,0.4784627877284336,0.0,0.7932543690343006,0.00279767056689158
12.0,13.934733029668646,0.5118140917856333,2.38595461313571,0.0,7.127766609810487,0.53125,0.0,0.46875,1.0,0.008135827165433087,0.0,0.011091018203640727,0.0036826165233046606,0.0,0.003405441088217643,0.7201149850107909,0.0,0.5135184255109273,0.009739769776394559
13.0,16.378146968561882,0.3751216792038181,8.321433552174874,0.0,4.202056925960762,0.36375,0.0,0.63625,1.0,0.025857771554310866,0.0,0.008636127225445088,0.006335507101420283,0.0,0.0015899379875975194,0.11621453889037485,0.0,0.6282004420232234,0.006818293771401876
14.0,9.68058023280337,0.4340731081416094,6.61576010929098,0.0,5.966641215354941,0.91875,0.0,0.08125,1.0,0.044295259051810365,0.0,0.011114622924584917,0.002994278855771154,0.0,0.0027388477695539106,0.7692642499463533,0.0,0.7073181263071191,0.009616756204068965
15.0,18.853785773869653,0.5510712233301587,5.6912450842788935,0.0,4.9843197072033,0.24375,0.0,0.75625,1.0,0.04917663532706542,0.0,0.026740948189637924,0.006672234446889377,0.0,0.001482756551310262,0.0055742992851280995,0.0,0.6841755799138156,0.007881234652699444
16.0,8.652450776371898,0.47537458914219827,1.9607132229286932,0.0,8.15813070970981,0.75,0.0,0.25,1.0,0.008988597719543908,0.0,0.04741868373674735,0.005636007201440287,0.0,0.004889057811562313,0.06048215353464608,0.0,0.577873068791981,0.006679465894592617
17.0,5.188063856375835,0.6215800800160984,2.4997658331422237,0.0,0.11111650971209959,0.5825,0.0,0.4175,1.0,0.0163498699739948,0.0,0.032748349669933986,0.00806007201440288,0.0,0.0020891778355671136,0.9116758352034822,0.0,0.6048160139738978,0.0034110990052155722
18.0,13.713596461558366,0.46766517138064034,3.518542492131837,0.0,1.8043714357409781,0.55375,0.0,0.44625,1.0,0.01617343468693739,0.0,0.03549829965993198,0.002566393278655731,0.0,0.0029278255651130226,0.21455581301741766,0.0,0.6789993856119849,0.0049016489296211125
19.0,9.75803648917168,0.6344629914416986,1.305105523726334,0.0,8.072764771915628,0.065,0.0,0.935,1.0,0.040168633726745354,0.0,0.037811562312462486,0.00313380676135227,0.0,0.0034834766953390677,0.9684312724831181,0.0,0.6240458396085581,0.003664367507599053
20.0,1.9472457413498045,0.2635596061649612,1.3245187034015988,0.0,0.5560418889781683,0.905,0.0,0.095,1.0,0.02309361872374475,0.0,0.049554910982196436,0.005025805161032205,0.0,0.002848849769953991,0.01326871023369234,0.0,0.6004780517184044,0.005242412389951334
21.0,0.8013079136251393,0.2956546090781806,7.201930386110129,0.0,5.005918363692109,0.2675,0.0,0.7325,1.0,0.013448489697939589,0.0,0.03379875975195039,0.008009841968393678,0.0,0.0020243048609721944,0.9033523114617461,0.0,0.565106377707752,0.005403907636554609
22.0,7.8508682494481175,0.6010189730179325,1.6292213509275304,0.0,5.704033855047307,0.05875,0.0,0.94125,1.0,0.009566913382676536,0.0,0.05016863372674534,0.0013645929185837167,0.0,0.003386637327465493,0.604964417316626,0.0,0.8093820932941879,0.007417443337971722
23.0,1.505405300906586,0.447956256710333,2.5458390245640636,0.0,8.085985013597062,0.775,0.0,0.225,1.0,0.03597339467893579,0.0,0.012755151030206038,0.006781996399279855,0.0,0.0036686937387477494,0.4163713788431648,0.0,0.6330059578742564,0.009925755543917364
24.0,17.0695545253065,0.20997948312111286,6.717793514859787,0.0,3.301852537463424,0.20125,0.0,0.79875,1.0,0.008959191838367676,0.0,0.03233526705341068,0.004449089817963592,0.0,0.001904900980196039,0.2505903385500214,0.0,0.5775647138290964,0.002919202170981527
25.0,15.998519085193816,0.2413452552167325,6.124640634470126,0.0,3.1578463250527644,0.83375,0.0,0.16625,1.0,0.03309161832366474,0.0,0.04195419083816763,0.002486397279455891,0.0,0.0029156031206241245,0.18921035167135256,0.0,0.5882274747976257,0.007627301218412235
