PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,9.312938113775047,0.41251622483195505,2.0402536928496473,0.0,6.405957536661468,0.28875,0.0,0.71125,1.0,0.015242248449689938,0.0,0.0350380076015203,0.004536527305461092,0.0,0.00162378475695139,0.5984325951922916,0.0,0.8517707598147567,0.028429403552343586
1.0,17.10243099231216,0.3418349948457289,6.697545328492869,0.0,6.827240521560222,0.67375,0.0,0.32625,1.0,0.030474494898979798,0.0,0.022551110222044406,0.007866593318663732,0.0,0.0014084816963392678,0.43675637371863124,0.0,0.7612481436229723,0.020408879865033473
2.0,12.806521057104362,0.5089746402580934,3.8377016170821086,0.0,1.9859219884265746,0.52625,0.0,0.47375,1.0,0.037502500500100025,0.0,0.04419663932786557,0.0026854570914182836,0.0,0.0040052810562112426,0.4557042509019154,0.0,0.8894611192756183,0.035312773021502215
3.0,6.331108222872332,0.5321994057679134,5.049743999567944,0.0,3.9869423678171283,0.54375,0.0,0.45625,1.0,0.03939427885577116,0.0,0.023082216443288655,0.0025887177435487095,0.0,0.0009280456091218243,0.37981016758911756,0.0,0.8546065251357389,0.012456151509071062
4.0,15.528065125912622,0.5718479604578337,8.04558950610189,0.0,7.315319818370814,0.26125,0.0,0.73875,1.0,0.03581656331266254,0.0,0.05295399079815963,0.007083376675335066,0.0,0.0026861972394478894,0.4142482758501694,0.0,0.767268607765725,0.022071194010671452
5.0,1.5270917419520589,0.5041266319407982,7.505418784288353,0.0,5.260465861850114,0.07375,0.0,0.92625,1.0,0.02184876975395079,0.0,0.024439487897579514,0.001327385477095419,0.0,0.0021164432886577314,0.5684875317812105,0.0,0.504080360614766,0.037705577217354194
6.0,18.023670669595337,0.5578720118475634,5.0471000119132325,0.0,8.125086363472187,0.65875,0.0,0.34125,1.0,0.018496499299859973,0.0,0.05208061612322464,0.004041668333666733,0.0,0.0033311662332466494,0.9806920544352724,0.0,0.839912936194908,0.03139226910579638
7.0,1.570605405219781,0.5774909215774444,8.32392945050715,0.0,7.892228599500078,0.8975,0.0,0.1025,1.0,0.012546709341868374,0.0,0.010559911982396478,0.004761632326465292,0.0,0.0028986797359471894,0.21122504447171941,0.0,0.6659621740928572,0.014546196691801988
8.0,7.277925548088358,0.5946507059723205,2.044233058308386,0.0,1.5722953707975422,0.56375,0.0,0.43625,1.0,0.039090418083616726,0.0,0.026233446689337865,0.005046269253850769,0.0,0.0021455891178235645,0.8939668386478261,0.0,0.5076142439944553,0.029643550274773514
9.0,5.520933178704069,0.525606284413096,4.901534831032327,0.0,1.4295951940483118,0.89875,0.0,0.10125,1.0,0.03668893778755752,0.0,0.02536007201440288,0.004927205441088217,0.0,0.0049426485297059414,0.563573072102389,0.0,0.6490415403418427,0.032662288457201726
10.0,7.226919289539246,0.4331530252364765,7.352875102870991,0.0,7.253234053358168,0.2575,0.0,0.7425,1.0,0.011380276055211042,0.0,0.029490898179635926,0.001139487897579516,0.0,0.002742608521704341,0.7906725346508366,0.0,0.8611133652712651,0.02969286950242174
11.0,11.751194875347752,0.42005518345842185,4.030691926103215,0.0,4.760572004175338,0.39125,0.0,0.60875,1.0,0.044109021804360875,0.0,0.024651930386077214,0.0034165833166633327,0.0,0.0024586717343468693,0.8331235353572631,0.0,0.7857105606634478,0.026844835668782582
12.0,3.0241722885040727,0.2944621632868502,4.442238170525847,0.0,0.3990803901890689,0.365,0.0,0.635,1.0,0.022319263852770558,0.0,0.033161432286457286,0.005740188037607521,0.0,0.0006817163432686537,0.0024121015855363215,0.0,0.5167994961527494,0.015600204091483093
13.0,14.836785597541317,0.5246734370519177,4.202665872295121,0.0,0.6586250898309528,0.82625,0.0,0.17375,1.0,0.028141628325665136,0.0,0.04874054810962192,0.008538187637527506,0.0,0.002149349869973995,0.7408112849309271,0.0,0.8475016903437731,0.019003505229111758
14.0,7.692791986425164,0.4729583414645104,5.773838986106689,0.0,5.740835921502556,0.9425,0.0,0.0575,1.0,0.011409681936387278,0.0,0.016402080416083216,0.004698379675935186,0.0,0.0005294058811762352,0.9468519962888715,0.0,0.6874450087111027,0.03460831090082465
15.0,5.038168804059749,0.20611158685664976,5.812507415071563,0.0,4.733327815081231,0.42125,0.0,0.57875,1.0,0.04065873174634927,0.0,0.05670714142828565,0.004636987397479495,0.0,0.004110582116423285,0.2545297170863342,0.0,0.8046566871623636,0.017408169715551
16.0,13.335618505340204,0.6967364630306225,7.72977953197221,0.0,8.195176406612736,0.05375,0.0,0.94625,1.0,0.0390120024004801,0.0,0.042320064012802555,0.00716895379075815,0.0,0.001987637527505501,0.43423706701082215,0.0,0.8471568212023157,0.009656474286521565
17.0,16.178059557063545,0.291400823547456,8.07669482700464,0.0,1.55725863596885,0.74375,0.0,0.25625,1.0,0.019858971794358873,0.0,0.010642528505701139,0.006994078815763151,0.0,0.004369133826765353,0.39644104090499177,0.0,0.5899630112794623,0.036725400797354875
18.0,1.7313740502084063,0.27155635437333936,7.225495417041249,0.0,1.7064290427446946,0.375,0.0,0.625,1.0,0.04592238447689538,0.0,0.012908581716343268,0.0025403480696139227,0.0,0.0016877175435087016,0.036737411329064794,0.0,0.566569381048606,0.0378203432349703
19.0,5.322793212251581,0.6055134957361459,4.261630178754143,0.0,7.125621721230234,0.59125,0.0,0.40875,1.0,0.03407181436287258,0.0,0.053803760752150424,0.007825665133026604,0.0,0.0012712142428485697,0.5646505916210623,0.0,0.7825058506822308,0.01702024340766592
20.0,16.731338953883675,0.35354533477775807,2.3255018613579006,0.0,6.9314190397982385,0.86,0.0,0.14,1.0,0.02465213042608522,0.0,0.04377175435087017,0.004540248049609921,0.0,0.003211762352470494,0.4299091863610619,0.0,0.6457505463765814,0.03660206832377306
